Date,S&P Comp.,Dividend,Earnings,  Consumer Price Index CPI,Date Fraction  ,Long Interest Rate GS10,Real Price,Real Dividend, Real Total Return Price ,Real Earnings, Real TR Scaled Earnings ,Cyclically Adjusted Price Earnings Ratio P/E10 or CAPE,,Cyclically Adjusted Total Return Price Earnings Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds  Real Return,Real 10 Year Excess Annualized  Returns,,,,
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,491.53,17.77," 45,461.01 ",39.22," 3,627.26 ",18.94,,23.94,6.26%,1.01,11.21,9.07%,0.77%,8.29%,,,,
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,478.31,18.09," 44,378.01 ",39.47," 3,662.15 ",18.29,,23.08,6.51%,1.01,11.30,9.54%,0.74%,8.80%,,,,
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,481.34,18.42," 44,801.85 ",39.72," 3,697.36 ",18.27,,23.02,6.64%,0.99,11.38,9.32%,0.47%,8.86%,,,,
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,514.50,18.74," 48,032.84 ",39.98," 3,732.18 ",19.37,,24.37,6.09%,0.98,11.29,8.10%,0.52%,7.58%,,,,
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,518.63,18.92," 48,565.80 ",39.50," 3,699.29 ",19.37,,24.34,5.85%,1.01,11.07,8.27%,0.80%,7.47%,,,,
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,500.47,19.11," 47,014.46 ",39.04," 3,667.01 ",18.54,,23.27,6.18%,1.01,11.16,8.07%,0.73%,7.34%,,,,
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,493.91,19.21," 46,548.44 ",38.43," 3,621.66 ",18.16,,22.77,6.33%,0.99,11.17,8.08%,0.71%,7.38%,,,,
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,516.90,19.22," 48,866.25 ",37.65," 3,559.61 ",18.86,,23.62,5.50%,0.98,11.02,7.53%,0.69%,6.83%,,,,
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,515.71,19.43," 48,906.72 ",37.29," 3,536.81 ",18.67,,23.37,5.08%,1.00,10.88,6.81%,0.64%,6.17%,,,,
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,496.34,19.50," 47,224.21 ",36.66," 3,488.38 ",17.84,,22.31,5.22%,1.01,10.82,6.84%,0.77%,6.07%,,,,
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,488.20,19.07," 46,601.00 ",36.35," 3,470.21 ",17.42,,21.78,5.23%,0.99,10.85,6.86%,0.86%,6.00%,,,,
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,483.13,18.72," 46,266.19 ",36.18," 3,464.58 ",17.12,,21.39,4.94%,0.99,10.75,7.49%,0.88%,6.61%,,,,
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,488.54,18.30," 46,929.66 ",35.87," 3,445.95 ",17.20,,21.47,4.75%,1.01,10.65,7.41%,1.27%,6.15%,,,,
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,477.91,18.27," 46,055.26 ",35.84," 3,453.56 ",16.72,,20.86,5.05%,1.01,10.80,8.05%,1.37%,6.68%,,,,
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,455.64,18.17," 44,055.09 ",35.67," 3,449.14 ",15.84,,19.76,5.54%,1.00,10.90,8.93%,1.28%,7.65%,,,,
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,459.85,18.07," 44,607.70 ",35.51," 3,444.61 ",15.90,,19.82,5.29%,1.00,10.82,9.04%,1.43%,7.62%,,,,
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,468.82,18.00," 45,623.03 ",35.45," 3,450.00 ",16.12,,20.09,5.17%,0.99,10.75,8.98%,1.46%,7.52%,,,,
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,485.08,17.94," 47,351.32 ",35.39," 3,455.02 ",16.60,,20.66,4.91%,0.99,10.64,8.76%,1.37%,7.40%,,,,
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,491.31,17.88," 48,104.85 ",35.34," 3,459.91 ",16.73,,20.81,4.65%,0.99,10.46,8.45%,1.42%,7.03%,,,,
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,497.69,17.85," 48,874.88 ",35.26," 3,462.52 ",16.87,,20.96,4.46%,1.00,10.31,8.46%,1.47%,6.99%,,,,
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,470.30,17.95," 46,331.72 ",35.43," 3,490.37 ",15.87,,19.70,4.69%,1.00,10.34,9.21%,1.35%,7.86%,,,,
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,451.21,18.06," 44,600.01 ",35.60," 3,518.92 ",15.16,,18.81,4.77%,1.00,10.38,9.77%,1.31%,8.46%,,,,
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,423.10,18.16," 41,970.96 ",35.26," 3,497.58 ",14.15,,17.55,5.19%,1.02,10.37,10.42%,1.19%,9.23%,,,,
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,412.51,18.20," 41,071.02 ",34.79," 3,464.14 ",13.74,,17.04,5.65%,1.05,10.59,10.30%,0.80%,9.51%,,,,
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,412.31,18.30," 41,202.50 ",34.45," 3,442.91 ",13.67,,16.95,6.06%,1.01,11.08,10.58%,0.40%,10.18%,,,,
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,417.45,18.10," 41,866.58 ",33.43," 3,353.12 ",13.79,,17.09,6.06%,1.01,11.14,10.33%,0.46%,9.87%,,,,
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,418.87,18.04," 42,159.87 ",32.66," 3,286.82 ",13.78,,17.09,6.19%,1.01,11.21,9.74%,0.39%,9.35%,,,,
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,424.53,17.84," 42,879.27 ",31.66," 3,197.36 ",13.93,,17.26,6.30%,1.01,11.22,9.35%,0.26%,9.10%,,,,
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,425.37,17.65," 43,112.83 ",30.84," 3,126.04 ",13.91,,17.24,6.27%,1.00,11.31,10.07%,0.28%,9.80%,,,,
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,439.03,17.51," 44,645.59 ",30.14," 3,064.91 ",14.32,,17.74,5.98%,1.00,11.30,9.94%,0.13%,9.80%,,,,
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,449.58,17.38," 45,865.59 ",29.44," 3,003.04 ",14.64,,18.12,5.70%,0.98,11.28,9.89%,0.25%,9.64%,,,,
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,460.35,17.32," 47,111.00 ",29.17," 2,984.99 ",14.96,,18.51,5.23%,0.97,11.05,9.54%,0.62%,8.93%,,,,
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,479.22,17.38," 49,190.65 ",29.10," 2,987.19 ",15.54,,19.23,4.56%,0.98,10.80,8.83%,0.92%,7.90%,,,,
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,491.88,17.38," 50,638.70 ",28.93," 2,978.75 ",15.93,,19.70,4.18%,1.00,10.64,8.85%,1.06%,7.79%,,,,
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,511.87,17.45," 52,846.61 ",28.97," 2,990.66 ",16.56,,20.46,3.95%,1.01,10.63,8.62%,0.96%,7.66%,,,,
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,525.62,17.45," 54,416.70 ",28.90," 2,992.06 ",16.99,,20.97,3.97%,0.99,10.68,8.46%,0.84%,7.62%,,,,
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,537.39,17.58," 55,786.37 ",29.03," 3,014.07 ",17.36,,21.40,3.73%,0.99,10.65,8.30%,0.64%,7.66%,,,,
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,556.86,17.59," 57,959.93 ",29.67," 3,088.00 ",17.98,,22.14,3.45%,1.01,10.51,7.42%,0.79%,6.63%,,,,
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,550.25,17.72," 57,425.32 ",30.51," 3,183.89 ",17.76,,21.84,3.63%,1.00,10.63,7.44%,0.56%,6.88%,,,,
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,564.21,17.78," 59,037.36 ",31.24," 3,269.34 ",18.20,,22.36,3.46%,0.99,10.64,6.84%,0.44%,6.41%,,,,
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,571.68,17.79," 59,973.64 ",32.10," 3,368.05 ",18.43,,22.61,3.26%,0.99,10.53,6.86%,0.64%,6.22%,,,,
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,580.29,17.85," 61,033.01 ",33.07," 3,478.47 ",18.69,,22.89,3.04%,1.00,10.40,7.01%,0.67%,6.34%,,,,
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,573.31,17.86," 60,455.11 ",33.92," 3,577.23 ",18.45,,22.56,3.07%,1.00,10.38,6.51%,0.51%,6.00%,,,,
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,594.01,17.86," 62,795.69 ",33.91," 3,584.42 ",19.09,,23.31,2.95%,1.00,10.33,5.59%,0.45%,5.15%,,,,
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,590.63,17.93," 62,596.26 ",34.01," 3,604.03 ",18.96,,23.11,2.91%,0.98,10.34,5.54%,0.46%,5.08%,,,,
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,565.33,17.94," 60,073.03 ",33.99," 3,611.75 ",18.12,,22.07,2.90%,1.02,10.14,6.01%,0.34%,5.67%,,,,
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,562.91,17.94," 59,975.10 ",33.74," 3,595.00 ",18.02,,21.91,3.20%,1.00,10.27,6.11%,0.27%,5.84%,,,,
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,565.19,18.01," 60,376.98 ",33.61," 3,590.47 ",18.07,,21.95,3.14%,0.99,10.31,6.09%,0.21%,5.88%,,,,
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,583.26,18.07," 62,468.49 ",33.48," 3,585.64 ",18.62,,22.59,2.90%,1.00,10.21,5.13%,-0.06%,5.18%,,,,
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,575.04,18.50," 61,753.63 ",33.59," 3,607.53 ",18.34,,22.22,2.96%,1.02,10.26,5.16%,-0.16%,5.32%,,,,
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,550.87,18.80," 59,325.56 ",33.48," 3,605.48 ",17.55,,21.23,3.47%,1.02,10.46,5.19%,0.04%,5.15%,,,,
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,543.36,19.16," 58,689.20 ",33.48," 3,616.07 ",17.29,,20.90,3.76%,1.00,10.70,5.45%,-0.06%,5.52%,,,,
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,548.51,19.13," 59,417.19 ",32.94," 3,568.09 ",17.43,,21.06,3.71%,1.00,10.68,4.95%,-0.28%,5.23%,,,,
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,543.49,19.16," 59,046.41 ",32.51," 3,532.23 ",17.26,,20.83,3.66%,1.02,10.65,3.75%,-0.59%,4.33%,,,,
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,561.66,19.13," 61,194.09 ",31.98," 3,483.98 ",17.82,,21.49,3.67%,1.02,10.83,3.30%,-0.69%,3.98%,,,,
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,547.73,19.13," 59,850.19 ",32.01," 3,497.69 ",17.38,,20.94,3.93%,1.01,11.09,3.53%,-0.65%,4.18%,,,,
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,554.30,19.13," 60,742.48 ",32.04," 3,511.34 ",17.58,,21.17,3.88%,1.00,11.22,3.71%,-0.75%,4.46%,,,,
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,537.63,19.13," 59,089.82 ",32.08," 3,525.34 ",17.05,,20.51,4.02%,1.00,11.25,4.58%,-0.67%,5.25%,,,,
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,523.50,19.00," 57,710.74 ",31.86," 3,512.27 ",16.61,,19.96,4.07%,1.00,11.13,5.03%,-0.51%,5.54%,,,,
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,540.45,19.00," 59,754.19 ",31.86," 3,522.56 ",17.15,,20.59,3.80%,1.01,11.13,4.63%,-0.16%,4.79%,,,,
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,553.41,19.00," 61,361.97 ",31.86," 3,532.63 ",17.56,,21.07,3.63%,1.00,11.25,5.03%,0.06%,4.96%,,,,
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,581.86,18.97," 64,691.74 ",31.28," 3,477.24 ",18.47,,22.14,3.18%,1.01,11.28,4.89%,0.19%,4.70%,,,,
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,605.73,18.93," 67,521.13 ",30.69," 3,421.13 ",19.23,,23.03,2.91%,1.01,11.37,4.85%,0.24%,4.61%,,,,
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,624.73,18.90," 69,814.55 ",30.11," 3,364.43 ",19.84,,23.73,2.75%,1.00,11.45,4.76%,0.50%,4.26%,,,,
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,641.39,18.90," 71,852.45 ",29.91," 3,350.86 ",20.38,,24.35,2.58%,1.01,11.45,4.81%,0.43%,4.39%,,,,
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,647.92,18.90," 72,760.20 ",29.72," 3,337.12 ",20.60,,24.58,2.56%,0.99,11.55,4.51%,-0.08%,4.59%,,,,
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,639.34,18.90," 71,974.24 ",29.52," 3,323.41 ",20.33,,24.24,2.45%,1.00,11.42,4.38%,-0.09%,4.47%,,,,
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,633.34,18.84," 71,475.04 ",29.39," 3,316.72 ",20.15,,24.00,2.52%,0.99,11.35,4.38%,-0.14%,4.52%,,,,
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,658.28,18.97," 74,467.78 ",29.55," 3,343.12 ",20.94,,24.93,2.18%,1.01,11.31,3.77%,0.03%,3.74%,,,,
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,650.95,18.97," 73,818.11 ",29.52," 3,347.39 ",20.71,,24.63,2.25%,1.01,11.37,4.11%,0.35%,3.76%,,,,
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,658.12,19.16," 74,811.35 ",29.97," 3,406.85 ",20.92,,24.87,2.22%,1.00,11.46,3.75%,0.45%,3.30%,,,,
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,687.92,19.36," 78,383.23 ",30.42," 3,466.30 ",21.86,,25.96,1.92%,0.99,11.48,2.81%,0.58%,2.23%,,,,
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,694.31,19.55," 79,296.67 ",30.87," 3,526.02 ",22.04,,26.16,1.73%,1.00,11.40,3.35%,0.55%,2.80%,,,,
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,668.47,19.61," 76,532.11 ",31.45," 3,601.12 ",21.20,,25.14,1.89%,1.01,11.42,4.17%,0.57%,3.60%,,,,
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,677.34,19.61," 77,734.98 ",31.93," 3,664.24 ",21.45,,25.43,1.98%,1.01,11.46,4.17%,0.44%,3.73%,,,,
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,678.02,19.68," 78,000.67 ",32.51," 3,739.68 ",21.44,,25.40,2.09%,1.01,11.60,4.38%,0.35%,4.03%,,,,
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,654.24,19.68," 75,453.54 ",32.72," 3,773.60 ",20.66,,24.46,2.35%,1.00,11.69,4.83%,0.21%,4.62%,,,,
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,605.59,19.74," 70,032.76 ",33.04," 3,820.92 ",19.09,,22.59,2.72%,1.00,11.70,5.51%,0.28%,5.23%,,,,
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,534.83,19.80," 62,040.71 ",33.36," 3,869.88 ",16.83,,19.92,3.35%,1.00,11.70,6.83%,0.32%,6.51%,,,,
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,545.91,19.80," 63,516.88 ",33.44," 3,891.06 ",17.14,,20.29,3.10%,1.01,11.60,6.47%,0.41%,6.07%,,,,
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,560.76,19.87," 65,437.64 ",33.63," 3,924.92 ",17.57,,20.80,2.98%,1.00,11.67,6.52%,0.30%,6.22%,,,,
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,553.95,19.87," 64,836.01 ",33.71," 3,946.05 ",17.32,,20.50,3.10%,1.01,11.67,6.47%,0.08%,6.39%,,,,
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,536.47,20.02," 62,985.64 ",34.16," 4,010.66 ",16.74,,19.82,3.35%,1.00,11.75,6.77%,0.06%,6.71%,,,,
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,573.43,20.18," 67,522.70 ",34.61," 4,074.90 ",17.85,,21.13,2.99%,1.01,11.80,6.55%,0.20%,6.35%,,,,
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,598.26,20.34," 70,646.36 ",35.05," 4,139.08 ",18.59,,22.00,2.83%,1.01,11.90,6.29%,0.09%,6.20%,,,,
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,621.38,20.41," 73,576.49 ",35.18," 4,165.49 ",19.26,,22.79,2.71%,1.00,11.97,5.94%,-0.01%,5.95%,,,,
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,629.59,20.47," 74,751.05 ",35.31," 4,191.90 ",19.47,,23.03,2.60%,1.00,11.92,5.34%,-0.12%,5.46%,,,,
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,625.15,20.47," 74,425.91 ",35.32," 4,204.66 ",19.29,,22.81,2.63%,1.00,11.91,5.14%,-0.20%,5.34%,,,,
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,654.56,20.63," 78,132.53 ",35.73," 4,264.94 ",20.15,,23.82,2.37%,1.01,11.91,4.39%,-0.18%,4.57%,,,,
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,667.70,20.78," 79,907.38 ",36.14," 4,325.38 ",20.51,,24.23,2.29%,1.00,11.98,3.81%,-0.39%,4.20%,,,,
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,665.23,20.87," 79,820.36 ",36.44," 4,371.85 ",20.38,,24.08,2.25%,1.00,11.93,3.55%,-0.39%,3.93%,,,,
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,653.23,20.84," 78,588.54 ",36.70," 4,414.70 ",19.97,,23.58,2.36%,1.00,11.90,3.81%,-0.49%,4.30%,,,,
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,671.29,20.87," 80,970.99 ",37.07," 4,471.77 ",20.47,,24.16,2.21%,1.00,11.96,3.14%,-0.85%,3.99%,,,,
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,688.98,20.90," 83,314.29 ",37.45," 4,528.82 ",20.96,,24.73,2.02%,1.00,11.92,3.03%,-0.56%,3.59%,,,,
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,688.44,21.05," 83,461.13 ",37.52," 4,548.48 ",20.89,,24.63,2.00%,1.00,11.89,3.35%,-0.36%,3.71%,,,,
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,684.57,21.27," 83,207.49 ",37.71," 4,583.17 ",20.72,,24.42,2.07%,1.00,11.92,2.58%,-0.35%,2.93%,,,,
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,696.92,21.42," 84,925.43 ",37.77," 4,602.94 ",21.04,,24.79,2.02%,1.00,11.92,1.59%,-0.36%,1.95%,,,,
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,718.35,21.58," 87,755.20 ",38.27," 4,675.68 ",21.63,,25.47,1.85%,1.01,11.92,1.34%,-0.57%,1.91%,,,,
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,727.18,21.74," 89,055.49 ",38.78," 4,748.71 ",21.83,,25.70,1.83%,1.00,11.98,0.81%,-0.67%,1.48%,,,,
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,740.43,21.89," 90,901.46 ",39.28," 4,821.93 ",22.17,,26.08,1.69%,1.00,11.95,0.93%,-0.89%,1.82%,,,,
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,751.14,22.05," 92,442.12 ",39.75," 4,891.55 ",22.42,,26.37,1.66%,1.01,11.98,0.22%,-1.11%,1.33%,,,,
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,758.47,22.21," 93,571.85 ",40.22," 4,961.44 ",22.57,,26.54,1.63%,1.01,12.06,-0.30%,-1.28%,0.98%,,,,
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,751.53,22.29," 92,944.55 ",40.55," 5,015.58 ",22.30,,26.20,1.74%,1.00,12.09,-0.27%,-1.29%,1.02%,,,,
1964.07,83.22,2.40,4.38,31.10,1964.54,4.19,776.93,22.41," 96,317.35 ",40.86," 5,065.48 ",22.98,,26.99,1.62%,1.00,12.07,-1.89%,-1.48%,-0.41%,,,,
1964.08,82.00,2.42,4.42,31.00,1964.62,4.19,768.01,22.67," 95,445.64 ",41.43," 5,148.63 ",22.65,,26.58,1.65%,1.00,12.15,-2.30%,-1.76%,-0.54%,,,,
1964.09,83.41,2.44,4.47,31.10,1964.71,4.20,778.70,22.78," 97,010.58 ",41.73," 5,198.86 ",22.89,,26.85,1.67%,1.00,12.15,-3.60%,-1.81%,-1.79%,,,,
1964.1,84.85,2.46,4.50,31.10,1964.79,4.19,792.15,22.97," 98,923.81 ",41.98," 5,242.52 ",23.21,,27.21,1.62%,1.01,12.20,-3.65%,-1.79%,-1.87%,,,,
1964.11,85.44,2.48,4.52,31.20,1964.87,4.15,795.10,23.08," 99,532.58 ",42.09," 5,269.41 ",23.23,,27.21,1.69%,1.00,12.24,-3.43%,-1.68%,-1.75%,,,,
1964.12,83.96,2.50,4.55,31.20,1964.96,4.18,781.33,23.26," 98,051.16 ",42.34," 5,313.63 ",22.75,,26.65,1.78%,1.00,12.25,-3.97%,-1.54%,-2.43%,,,,
1965.01,86.12,2.52,4.59,31.20,1965.04,4.19,801.43,23.42," 100,818.60 ",42.75," 5,377.30 ",23.27,,27.24,1.68%,1.00,12.29,-3.48%,-1.59%,-1.89%,,,,
1965.02,86.75,2.53,4.64,31.20,1965.12,4.21,807.29,23.57," 101,803.26 ",43.15," 5,441.25 ",23.37,,27.34,1.64%,1.00,12.31,-2.65%,-1.55%,-1.10%,,,,
1965.03,86.83,2.55,4.68,31.30,1965.21,4.21,805.45,23.65," 101,820.17 ",43.41," 5,487.95 ",23.25,,27.19,1.69%,1.00,12.31,-2.21%,-1.76%,-0.46%,,,,
1965.04,87.97,2.57,4.73,31.40,1965.29,4.20,813.43,23.76," 103,078.80 ",43.77," 5,546.28 ",23.42,,27.37,1.70%,1.00,12.33,-2.23%,-2.08%,-0.15%,,,,
1965.05,89.28,2.59,4.79,31.40,1965.37,4.21,825.54,23.95," 104,866.69 ",44.26," 5,622.34 ",23.71,,27.68,1.64%,1.00,12.36,-1.81%,-1.98%,0.17%,,,,
1965.06,85.04,2.61,4.84,31.60,1965.46,4.21,781.36,23.98," 99,508.12 ",44.47," 5,663.44 ",22.39,,26.12,1.96%,1.00,12.33,-1.09%,-1.83%,0.74%,,,,
1965.07,84.91,2.63,4.89,31.60,1965.54,4.20,780.16,24.13," 99,612.14 ",44.90," 5,732.80 ",22.30,,26.01,1.95%,1.00,12.38,-1.17%,-2.05%,0.88%,,,,
1965.08,86.49,2.64,4.93,31.60,1965.62,4.25,794.68,24.29," 101,724.13 ",45.33," 5,802.27 ",22.67,,26.42,1.82%,1.00,12.37,-2.11%,-2.22%,0.12%,,,,
1965.09,89.38,2.66,4.98,31.60,1965.71,4.29,821.24,24.44," 105,383.88 ",45.76," 5,871.69 ",23.37,,27.22,1.61%,1.00,12.38,-2.59%,-2.23%,-0.36%,,,,
1965.1,91.39,2.68,5.05,31.70,1965.79,4.35,837.05,24.55," 107,676.35 ",46.25," 5,949.95 ",23.78,,27.67,1.51%,1.00,12.32,-2.38%,-1.98%,-0.40%,,,,
1965.11,92.15,2.70,5.12,31.70,1965.87,4.45,844.02,24.73," 108,836.89 ",46.89," 6,047.15 ",23.93,,27.82,1.39%,0.99,12.27,-2.36%,-1.88%,-0.47%,,,,
1965.12,91.73,2.72,5.19,31.80,1965.96,4.62,837.53,24.83," 108,267.01 ",47.39," 6,125.65 ",23.69,,27.53,1.33%,1.00,12.11,-2.46%,-1.69%,-0.76%,,,,
1966.01,93.32,2.74,5.24,31.80,1966.04,4.61,852.04,25.02," 110,413.15 ",47.84," 6,199.80 ",24.06,,27.92,1.27%,0.99,12.17,-1.77%,-1.52%,-0.26%,,,,
1966.02,92.69,2.76,5.29,32.00,1966.12,4.83,841.00,25.04," 109,252.76 ",48.00," 6,235.27 ",23.70,,27.48,1.18%,1.00,11.93,-1.30%,-1.33%,0.03%,,,,
1966.03,88.88,2.78,5.34,32.10,1966.21,4.87,803.92,25.15," 104,707.80 ",48.30," 6,290.95 ",22.61,,26.20,1.37%,1.01,11.90,-0.82%,-1.22%,0.40%,,,,
1966.04,91.60,2.80,5.38,32.30,1966.29,4.75,823.39,25.14," 107,516.85 ",48.36," 6,314.85 ",23.11,,26.76,1.42%,1.00,11.99,-1.01%,-1.15%,0.14%,,,,
1966.05,86.78,2.81,5.42,32.30,1966.37,4.78,780.07,25.29," 102,134.49 ",48.72," 6,378.99 ",21.85,,25.28,1.60%,1.00,12.01,-0.61%,-1.40%,0.79%,,,,
1966.06,86.06,2.83,5.46,32.40,1966.46,4.81,771.21,25.36," 101,251.18 ",48.93," 6,423.79 ",21.56,,24.93,1.59%,0.99,11.99,-0.49%,-1.35%,0.86%,,,,
1966.07,85.84,2.85,5.48,32.50,1966.54,5.02,766.87,25.46," 100,960.17 ",48.93," 6,441.35 ",21.38,,24.71,1.38%,0.99,11.80,-0.25%,-1.16%,0.92%,,,,
1966.08,80.65,2.87,5.49,32.70,1966.62,5.22,716.10,25.48," 94,555.40 ",48.78," 6,440.47 ",19.91,,23.01,1.62%,1.01,11.60,0.30%,-0.94%,1.24%,,,,
1966.09,77.81,2.89,5.51,32.70,1966.71,5.18,690.88,25.66," 91,508.09 ",48.92," 6,480.01 ",19.16,,22.14,1.82%,1.02,11.68,0.84%,-0.86%,1.69%,,,,
1966.1,77.13,2.88,5.52,32.90,1966.79,5.01,680.68,25.45," 90,437.82 ",48.74," 6,476.31 ",18.83,,21.75,2.11%,0.99,11.82,0.59%,-0.84%,1.42%,,,,
1966.11,80.99,2.88,5.54,32.90,1966.87,5.16,714.74,25.39," 95,244.90 ",48.86," 6,511.17 ",19.71,,22.77,1.72%,1.03,11.73,0.01%,-0.63%,0.65%,,,,
1966.12,81.33,2.87,5.55,32.90,1966.96,4.84,717.74,25.33," 95,926.00 ",48.98," 6,546.04 ",19.74,,22.79,2.00%,1.02,12.08,0.28%,-0.60%,0.88%,,,,
1967.01,84.45,2.88,5.52,32.90,1967.04,4.58,745.28,25.42," 99,889.01 ",48.69," 6,525.22 ",20.43,,23.59,2.09%,1.00,12.37,-0.23%,-1.08%,0.85%,,,,
